faire une ligne entrée une ligne plâts et une ligne dessert, laisser la premiere ligne
Entrées diverses
Mijote d'agneau aux merguez;Filet de lieu noir madras;Tortis sauce boscaiola;Steack de boeu_f grillé;Semoule; Courgettes à l'ail
Fromages divers
Desserts divers
Entrées diverses
Pâtes lasagnes bolognaise;Chipolatas grillées au thym; Coquillettes;Panaché de salades
Fromages divers
Desserts divers
