faire une ligne entrée une ligne plâts et une ligne dessert, laisser la premiere ligne
Entrées diverses
Poulet rôti jus corsé à la sauge; Colin d'alaska sauce tomate et basilic; Pennes sauce carbonara; Steack de boeuf grillé; Haricots coco au bouillon de légumes; Haricots verts persillés
Fromages divers
Desserts divers
Entrées diverses
Burger de boeuf, sauce barbecue, cheddar et oignons; Pavé d'églefin en croûte d'herbes et sa sauce vanille; Riz créole; Chou blanc braisé
Fromages divers
Desserts divers
